,Name,Smiles
4208,4-Nitro-Inden-1-One,[O-][N+](=O)c1cccc2C(=O)C=Cc12
4209,"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole",Cc1cccc(n1)c2nn3CCCc3c2c4ccc(F)cc4
4210,Erythritol,OC[C@@H](O)[C@@H](O)CO
4211,Cmp-2-Keto-3-Deoxy-Octulosonic Acid,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO[P](O)(=O)O[C@]3(C[C@@H](O)[C@@H](O)[C@H](O3)[C@H](O)CO)C(O)=O)[C@@H](O)[C@H]2O
4212,2-deoxy-2-fluoro-β-D-mannose,OC[C@H]1O[C@@H](O)[C@@H](F)[C@@H](O)[C@@H]1O
4213,L-phenylalaninol,N[C@H](CO)Cc1ccccc1
4214,Thymidine,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
4215,"(2s)-2,8-Diaminooctanoic Acid",NCCCCCC[C@H](N)C(O)=O
4216,N-Methylleucine,CN[C@@H](CC(C)C)C(O)=O
4217,"(6S)-N-[(2S,3R,6R,7R)-3-(Acetyloxymethyl)-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]octan-7-yl]-6-[(2-aminoacetyl)amino]-7-hydroxy-7-oxoheptanimidate",CC(=O)OC[C@@H]1CS[C@@H]2[C@H](N=C([O-])CCCC[C@H](NC(=O)CN)C(O)=O)C(=O)N2[C@@H]1C(O)=O
4218,Guanidinoethylmercaptosuccinic acid,NC(=N)NCCSC(CC(O)=O)C(O)=O
4219,3-(Mercaptomethylene)Pyridine,SC=C1CN=CC=C1
4220,Diisopropylphosphono Group,CC(C)O[P+](=O)OC(C)C
4221,2-(acetylamino)-2-deoxy-4-O-sulfo-alpha-D-galactopyranose,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O[S](O)(=O)=O)[C@@H]1O
4222,Fructose-6-phosphate,OCC(=O)[C@@H](O)[C@H](O)[C@H](O)CO[P](O)(O)=O
4223,Dihydroxy(oxo)molybdenum(6+),O[Mo+6](O)=O
4224,Paratoulene phosphate,CC(=O)N[C@@H](Cc1ccc(O[P](O)(O)=O)cc1)C(=O)N[C@H]2CCCCN(Cc3ccc(cc3)c4ccccc4)C2=O
4225,4-Phospho-D-erythronohydroxamic acid,ONC(=O)[C@H](O)[C@H](O)CO[P](O)(O)=O
4226,2'-Monophosphoadenosine-5'-Diphosphoribose,NC1=NC[NH2+]c2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)OCC4OC(O)C(O)C4O)C(O)C3O[P](O)(O)=O
4227,Aspartate Semialdehyde,[NH3+][C@@H](CC=O)C([O-])=O
4228,(R)-styrene oxide,C1O[C@@H]1c2ccccc2
4229,Acedoben,CC(=O)Nc1ccc(cc1)C(O)=O
4230,Camphane,CC12CCC(CC1)C2(C)C
4231,WRR-204,O[S](=O)(=O)CC[C@H](CCc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3
4232,Sp-722,OC(=O)CC[C@H](NC(=O)c1ccc(cc1)[S](=O)(=O)N2CCC[C@@H]2C(O)=O)C(O)=O
4233,"(3s)-2,3,4,5-Tetrahydropyridin-3-Amine",N[C@H]1CCC=NC1
4234,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",COc1cc(Cc2nc3c(N)ncnc3n2CCCC#C)c(Cl)c(OC)c1OC
4235,Chlorophyll B,[Mg++].CCc1c2cc3nc4c(C(C(=O)OC)C(=O)c4c3C)c5[n-]c(cc6[n-]c(cc(n2)c1C=O)c(C=C)c6C)[C@@H](C)[C@@H]5CCC(=O)OC/C=C(C)/CCCC(C)CCCC(C)CCCC(C)C
4236,"Methyl(6s)-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside",CO[C@@H]1O[C@H](C=S)[C@H](O)[C@H](O)[C@H]1O
4237,N-Methylnaloxonium,C[N@+]1(CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35)CC=C
4238,3-phospho-D-glyceric acid,O[C@H](CO[P](O)(O)=O)C(O)=O
4239,N-Succinyl Methionine,CSCC[C@@H](NC(=O)CCC(O)=O)C(O)=O
4240,2-Isobutyl-3-methoxypyrazine,COc1nccnc1CC(C)C
4241,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,NCCCCCCN[S](=O)(=O)c1cccc2c(Cl)cccc12
4242,Uridylyl-2'-5'-phospho-guanosine,NC1=NC(=O)c2ncn([C@@H]3O[C@H](CO[P](O)(=O)O[C@@H]4[C@H](O)[C@@H](CO)O[C@H]4N5C=CC(=O)NC5=O)[C@@H](O)[C@H]3O)c2N1
4243,2-O-methyl-alpha-L-fucopyranose,CO[C@@H]1[C@H](O)O[C@@H](C)[C@@H](O)[C@H]1O
4244,2-Deoxy-Glucitol-6-Phosphate,OCC[C@@H](O)[C@H](O)[C@H](O)CO[P](O)(O)=O
4245,Dipyrromethane Cofactor,CC1=NC(CC2=NCC(=C2CC(O)=O)CCC(O)=O)C(=C1CC(O)=O)CCC(O)=O
4246,"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol",Cc1sc(c(C)n1)c2ccnc(Nc3cccc(O)c3)n2
4247,Caprylic acid,CCCCCCCC(O)=O
4248,"(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",Oc1ccc(C[C@@H]2NC(=O)[C@H]3CCCN3C2=O)cc1
4249,4-S-Glutathionyl-5-pentyl-tetrahydro-furan-2-ol,CCCCC[C@H]1O[C@@H](O)C[C@@H]1SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
4250,Dexfosfoserine,N[C@@H](CO[P](O)(O)=O)C(O)=O
4251,Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate,CC(C)(C)OC(=O)N[C@H](C=O)C1CCCCC1
4252,Malonyl-CoA,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
4253,N-(3-Carboxypropanoyl)-L-phenylalanyl-3-carboxy-O-(carboxymethyl)-N-pentyl-L-tyrosinamide,CCCCCNC(=O)[C@H](Cc1ccc(OCC(O)=O)c(c1)C(O)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCC(O)=O
4254,L-Glycero-D-Manno-Heptopyranose,OC[C@H](O)[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
4255,beta-Hydroxyasparagine,N[C@@H](C(O)C(N)=O)C(O)=O
4256,"2,4-Dinitrophenol",Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
4257,Desvancosaminyl vancomycin,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@H](NC6=O)C(O)=O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)c(Cl)c2
4258,"S,S-(2-Hydroxyethyl)Thiocysteine",N[C@@H](CSSCCO)C([O-])=O
4259,S-Benzylcysteine,N[C@@H](CSCc1ccccc1)C(O)=O
4260,Indole,[nH]1ccc2ccccc12
4261,2-Amino-4-methylphenol,Cc1ccc(O)c(N)c1
4262,5-Nitroindazole,[O-][N+](=O)c1ccc2[nH]ncc2c1
4263,Tryptophanamide,N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
4264,threo-3-methyl-L-aspartic acid,C[C@@H]([C@H](N)C(O)=O)C(O)=O
4265,Glyphosate,OC(=O)CNC[P](O)(O)=O
4266,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
4267,Cyclo(prolylglycyl),O=C1CNC(=O)[C@@H]2CCCN12
4268,Zidovudine diphosphate,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
4269,"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One",NC1=Nc2c(CSc3[nH]ccn3)cc(N)cc2C(=O)N1
4270,1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide,CC(=O)N[C@@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(N)=O
4271,Afegostat,OC[C@H]1CNC[C@@H](O)[C@@H]1O
4272,3-Deazaadenosine,Nc1nccc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O
4273,Inhibitor BEA409,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(cc1)c2cscc2)[C@H](O)[C@@H](O)[C@@H](OCc3ccc(cc3)c4cscc4)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C
4274,4-Deoxy-D-Glucuronic Acid,O[C@@H](C[C@H](O)C(O)=O)[C@@H](O)C=O
4275,"4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide",N[S](=O)(=O)c1ccc(cc1)C(=O)NCc2ccc(F)c(F)c2F
4276,"beta-D-fructofuranose 1,6-bisphosphate",O[C@H]1[C@H](O)[C@@](O)(CO[P]([O-])([O-])=O)O[C@@H]1CO[P]([O-])([O-])=O
4277,Niflumic acid,OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F
4278,2-Oxobutanoic Acid,CCC(=O)C(O)=O
4279,8-Bromoadenosine-5'-Diphosphate,Nc1ncnc2n([C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O)c(Br)nc12
4280,Cytidine-5'-Diphosphate,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]2O
4281,NAP-226-90,C[C@H](N(C)C)C1=CC(O)=CC=C1
4282,Arachidonic Acid,CCCCC/C=C\C\C=C/C/C=C\C\C=C/CCCC(O)=O
4283,N-(Chlorophenyl)-N'-hydroxyguanidine,ONC(=N)Nc1ccccc1Cl
4284,"4,7-Dioxosebacic Acid",OC(=O)CCC(=O)CCC(=O)CCC(O)=O
4285,"4-acetamido-2,4-didexoy-D-glycero-beta-D-galacto-octopyranosylphosphonic acid",[H][C@]1(O[C@H](C[C@H](O)[C@H]1NC(C)=O)P(O)(O)=O)[C@H](O)[C@H](O)CO
4286,Tricarballylic acid,OC(=O)CC(CC(O)=O)C(O)=O
4287,CRA_9678,NC(=[NH2+])c1ccc2NC([CH+]c2c1)c3cc(CC([O-])=O)cc(Br)c3[O-]
4288,Gluconolactone,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
4289,4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid,CC(=O)Nc1ccc(cc1NC(=O)CO)C(O)=O
4290,Inosinic Acid,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)N=CNc23
4291,Chromophore (Gly-Tyr-Gly),[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)[C@@]([H])(C)O)C1=CC=C(O)C=C1
4292,5-Aminoimidazole Ribonucleoside,Nc1cncn1[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
4293,Benzyl formate,O=COCc1ccccc1
4294,Latamoxef,CO[C@]1(NC(=O)C(C(O)=O)c2ccc(O)cc2)[C@H]3OCC(=C(N3C1=O)C(O)=O)CSc4nnnn4C
4295,Trioxsalen,Cc1oc2c(C)c3OC(=O)C=C(C)c3cc2c1
4296,Thiotepa,S=[P](N1CC1)(N2CC2)N3CC3
4297,Estriol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O
4298,Estrone sulfate,[Na+].C[C@]12CC[C@H]3[C@@H](CCc4cc(O[S]([O-])(=O)=O)ccc34)[C@@H]1CCC2=O
4299,Quinestrol,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC5CCCC5)ccc34)[C@@H]1CC[C@@]2(O)C#C
4300,Fleroxacin,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(O)=O
4301,1-(1-phenylcyclopentyl)methylamine,NCC1(CCCC1)c2ccccc2
4302,"(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide",N[C@@H](CC(=O)N1Cc2ccccc2C[C@H]1C(N)=O)Cc3ccccc3F
4303,"N-{[(2S,3S)-3-(Ethoxycarbonyl)-2-oxiranyl]carbonyl}-L-threonyl-L-isoleucine",CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(O)=O
4304,1-Methyl-2-quinolone,CN1C(=O)C=Cc2ccccc12
4305,1-benzylimidazole,C(n1ccnc1)c2ccccc2
4306,Imazaquin,CC(C)C1(C)N=C(NC1=O)c2nc3ccccc3cc2C(O)=O
4307,"5-Carbamoyl-1,1':4',1''-terphenyl-3-carboxylic acid",NC(=O)c1cc(cc(c1)c2ccc(cc2)c3ccccc3)C(O)=O
4308,Phenyldehydroalanine,OC(=O)C(=C)Nc1ccccc1
4309,DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID,N[C@@H](CC/C=C/[B-](O)(O)O)C(O)=O
4310,o-Bromophenol,Oc1ccccc1Br
4311,2'-O-butyl-5-methyluridine,CCCCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N2C=C(C)C(=O)NC2=O
4312,"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",N[S](=O)(=O)c1ccc(CNC(=O)c2cn[nH]c2c3cc(Cl)c(O)cc3O)cc1
4313,(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID,CCOc1cc(O[C@@H]2CCOC2)c(F)c(c1)[C@@H](Nc3ccc(cc3)C(N)=N)C(O)=O
4314,"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",FC(F)(CNc1nccc2oc(Cc3ccccc3n4cncn4)nc12)[C@H]5CCCCN5
4315,3-Bromo-3-buten-1-ol,OCCC(Br)=C
4316,3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID,CCC(C)C(N[S](=O)(=O)Cc1cccc(c1)C(O)=O)C(=O)NC(CCC(N)=N)C(=O)NCc2ccc(cc2)C(N)=N
4317,3-hydroxyglutaric acid,OC(CC(O)=O)CC(O)=O
4318,"(E)-(4S,6S)-8-METHYL-6-((S)-3-METHYL-2-{(S)-2-[(5-METHYL-ISOXAZOLE-3-CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID BENZYL ESTER",CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)c1cc(C)on1)C(C)C)C(=O)[C@@H](C[C@@H]2CCNC2=O)/C=C/C(=O)OCc3ccccc3
4319,"4-O-{4,6-O-[(1S)-1-Carboxyethylidene]-β-D-mannopyranosyl}-D-glucopyranuronic acid",C[C@@]1(OC[C@H]2O[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3C(O)=O)[C@@H](O)[C@@H](O)[C@@H]2O1)C(O)=O
4320,"[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]",C[C@@]1(OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O1)C(O)=O
4321,2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID,Nc1c(O)c(Cl)ccc1C(O)=O
4322,Aniracetam,COc1ccc(cc1)C(=O)N2CCCC2=O
4323,"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",N[S](=O)(=O)Oc1ccc(CN(n2cnnc2)c3ccc(cc3)C#N)cc1Br
4324,"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",N[S](=O)(=O)Oc1ccc(CN(n2cnnc2)c3ccc(cc3)C#N)cc1
4325,PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE,CN(C)c1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(O)=O)[C@@H](N)[C@H]3O
4326,5-Formyl-2'-deoxy-cytidine-5'-monophosphate,NC1=NC(=O)N(C=C1C=O)[C@H]2C[C@H](O)[C@@H](CO[P](O)(O)=O)O2
4327,5-iodotubercidin,Nc1ncnc2n(cc(I)c12)C3OC(CO)C(O)C3O
4328,5-Aminoisoquinoline,Nc1cccc2cnccc12
4329,2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),CCCOc1ccc2[nH]cc(C[C@@H](N[S](=O)(=O)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)NCc3ccc(cc3)C(N)=N)c2c1
4330,"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE",NS(=O)(=O)C1=CC=C(NC2=CN3C=C(C=CC3=N2)C(=O)C2=C(Cl)C=CC=C2Cl)C=C1
4331,"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",Oc1ccc2[nH]c3cc(c4ccccc4)c5C(=O)NC(=O)c5c3c2c1
4332,INHIBITOR Q8467 OF DUPONT MERCK,O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3cccc(c3)C(=O)Nc4sccn4)C(=O)N(CC5CC5)[C@@H]1Cc6ccccc6
4333,"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin",CC1(CCc2ccccc2)NC3=C(N=C1CO)C(=O)NC(=N3)N
4334,"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC(C[C@H]1C(=O)NC2CCCc3ccccc23)Oc4ccccc4)C(C)(C)C
4335,"(E)-(4S,6S)-6-((S)-2-{(S)-2-[(FURAN-2-CARBONYL)-AMINO]-3-METHYL-BUTYRYLAMINO}-3-METHYL-BUTYRYLAMINO)-8-METHYL-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID ETHYL ESTER",CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)c2occc2)C(C)C)C(C)C
4336,(R)-tacrine(10)-hupyridone,O=C1NC2=C(C=C1)[C@@H](CCC2)NCCCCCCCCCCNc3c4CCCCc4nc5ccccc35
4337,(S)-tacrine(10)-hupyridone,O=C1NC2=C(C=C1)[C@H](CCC2)NCCCCCCCCCCNc3c4CCCCc4nc5ccccc35
4338,TACRINE(8)-4-AMINOQUINOLINE,C(CCCCNc1c2CCCCc2nc3ccccc13)CCCNc4ccnc5ccccc45
4339,"(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM",[NH3+]CCCCCCCCN[C@H]1C2=C(CCCC2)[NH2+]c3ccccc13
4340,"4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE",C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]2CO)O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]4C=C(CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O
4341,Acetophenone,CC(=O)c1ccccc1
4342,Cycloleucine,NC1(CCCC1)C(O)=O
4343,N-acetylhistamine,CC(=O)NCCc1c[nH]cn1
4344,"2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",CCOCCOC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]2(Cc3ccccc3)NC=C([C@@H]4[C@@H]5OC(=O)N[C@@H]5c6ccccc46)C2=O
4345,DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME),CCC(O)C[C@@H](O)c1c(O)c2C(=O)c3c(O)cccc3C(=O)c2cc1CC(=O)OC
4346,Apramycin,CN[C@H]1[C@@H](O)[C@H]2O[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]4O[C@H](CO)[C@@H](N)[C@H](O)[C@H]4O
4347,Cyclouridine,OC[C@H]1O[C@@H]2[C@H](OC3=NC(=O)C=CN23)[C@@H]1O
4348,Allosamidin,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H]3NC(C)=O)[C@@H](CO)[C@@H]2O1
4349,Aplyronine A,COC[C@H](N(C)C)C(=O)O[C@@H]1C\C=C\C=C\C(=O)O[C@@H](C\C=C\[C@@H](C[C@H](C)C/C=C(C)/[C@H](CC[C@@H](C)[C@@H](O)[C@@H]1C)OC)OC)[C@@H](C)[C@@H](O)[C@@H](C)CC[C@@H](OC(=O)[C@H](C)N(C)C)[C@H](C)[C@H](OC(C)=O)[C@H](C)\C=C\N(C)C=O
4350,Aldosterone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O
4351,Atpenin A5,COC1=C(OC)C(=O)C(=C(O)N1)C(=O)[C@@H](C)C[C@H](C)[C@@H](Cl)CCl
4352,4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,Oc1ccccc1CNC2CCN(CC2)[S](=O)(=O)Nc3cccc(Oc4ccc(F)cc4)c3
4353,"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",CCCNCCCN(CC)CCCN
4354,N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE,C[C@H](NC(=O)OCc1ccccc1)C(O)=O
4355,Glutamine t-butyl ester,CC(C)(C)OC(=O)[C@@H](N)CCC(N)=O
4356,6-Bromo-1-hexanol,OCCCCCCBr
4357,"2,5-di-tert-butylhydroquinone",CC(C)(C)c1cc(O)c(cc1O)C(C)(C)C
4358,Biphenylalanine,[H][C@](N)(CC1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O
4359,"Naphthalene-2,6-disulfonic acid",O[S](=O)(=O)c1ccc2cc(ccc2c1)[S](O)(=O)=O
4360,"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID",OC(=O)c1cc2cc(O)ccc2cc1O
4361,"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",OC(=O)CCCCCCOc1c(Cl)cc(NC(=O)NC(=O)c2ccccc2Cl)cc1Cl
4362,"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID",OC(=O)CCCOc1ccc(NC(=O)NC(=O)c2ccc(Cl)cc2Cl)c(Cl)c1
4363,"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",Cc1c(C)c(OCCCC(O)=O)ccc1NC(=O)NC(=O)c2ccc(Cl)cc2Cl
4364,"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",Cc1c(NC(=O)NC(=O)c2ccc(Cl)cc2Cl)cccc1OCCCCC(O)=O
4365,Dibromothymoquinone,CC(C)C1=C(Br)C(=O)C(=C(Br)C1=O)C
4366,BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,C[C@@H](NC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(O)=O)B(O)O
4367,S-propylamine-L-cysteine,NCCCSC[C@H](N)CO
4368,TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S,CN(CC[C@H](N)CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)=O)N2C=C[C@@](N)(O)NC2=O)C(N)=N
4369,"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",OC(=O)CCCC[C@H]1SC[C@@H]2NC(=O)N[C@H]12
4370,BIOTINOL-5-AMP,NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)OCCCCC[C@@H]4SC[C@@H]5NC(=O)N[C@H]45)[C@@H](O)[C@H]3O)C2=NC=N1
4371,Corticosterone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO
4372,N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)CF
4373,4-PIPERIDIN-4-YLBUTANAL,O=CCCCC1CCNCC1
4374,Metoprine,Cc1nc(N)nc(N)c1c2ccc(Cl)c(Cl)c2
4375,"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",OC1CC(O)(CC(CCCOc2ccccc2)C1O)C(O)=O
4376,Carboxin,CC1=C(SCCO1)C(=O)Nc2ccccc2
4377,Calystegine B2,O[C@H]1[C@H](O)[C@@H](O)[C@@]2(O)CC[C@@H]1N2
