,Name,CanonSmiles,logp,mw,tpsa,n_hba,n_hbd,ro5,pfizer_rule_passed,gsk_rule_passed,goldentriangle_rule_passed,qed,sascore,sascore,mce18,npscore,qed_passed,sascore_passed,fsp3_passed,mce18_passed,pains_Disposed,pains_MatchedAtoms,pains_MatchedNames,alarmnmr_Disposed,alarmnmr_MatchedAtoms,alarmnmr_MatchedNames,bms_Disposed,bms_MatchedAtoms,bms_MatchedNames,chelator_Disposed,chelator_MatchedAtoms,chelator_MatchedNames
4713,Apilimod,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,3.0841200000000013,418.21172407200004,84.76,8,1,5,True,False,True,0.44443793495098277,2.6020784527662784,0.30434782608695654,43.06666666666666,-2.063959944887629,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((20, 19, 18, 11, 12, 10, 9, 29),), ((20, 19, 29, 9, 8, 10, 11, 18),), ((8, 9, 10, 11, 18, 19, 29), (12, 11, 10, 9, 29, 19, 18)), ((20, 19, 18, 11, 10, 9, 29),), ((6, 7, 8),)]","['[OH]c1cc(N)ccc1_0', 'Oc1cc([NH])ccc1', 'c1ccccc1N', 'c1ccccc1O', 'C=NN']",Accepted,['-'],['-'],Accepted,['-'],['-']
4714,"4'-Methylene-5,8,10-trideazaaminopterin",C=C(CC(NC(=O)c1ccc(CCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O)C(=O)O,1.7932999999999997,449.16991883599997,181.51999999999998,7,5,4,True,False,True,0.3040925449176577,2.968223406258307,0.17391304347826086,42.0,-0.04233818984111513,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((0, 1, 30, 31),), ((0, 1),)]","['acrylate', 'halo_acrylate']",Accepted,['-'],['-']
4719,ALT-2074,CC1(C)CN[Se]c2ccccc21,0.8118999999999996,227.021320716,12.03,1,1,5,True,True,True,0.6454816398837256,3.691390430186117,0.4,25.142857142857142,0.43112529666475824,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((5,),)]",['contains_metal'],Accepted,['-'],['-']
4720,Glypromate,NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)O,-1.629699999999997,301.127385328,150.03,5,4,4,True,True,True,0.44054692236934484,2.8572211269670866,0.6666666666666666,24.0,-0.2243885225360667,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4721,DDP-225,Cc1cc2c(-c3ccccc3F)nc(N3CCNCC3)nc2s1.O.[Cl-].[H+],-0.49278000000000116,382.10303816000004,72.55000000000001,5,1,5,True,True,True,0.6487348471882646,2.7970378411120116,0.29411764705882354,33.09090909090909,-1.5815990303986422,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((1, 22, 21),)]",['c1sccc1'],Accepted,['-'],['-'],Accepted,['-'],['-']
4722,KP-1461,NC1=NCN(C2CC(O)C(CO)O2)C(=O)N1,-2.247999999999999,230.101504928,120.41,6,4,5,True,True,False,0.42691954638470725,4.24494342837586,0.75,32.57142857142857,1.3900286312746557,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4724,OT-551,CC1(C)CC(OC(=O)C2CC2)CC(C)(C)N1O,2.3503999999999996,241.167793596,49.769999999999996,4,1,5,True,True,True,0.7539185775948117,2.813673225197199,0.9230769230769231,26.240000000000002,0.3772141899770413,True,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4725,IRX-5183,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,5.623300000000005,437.1205423039999,86.63000000000001,3,3,4,True,False,False,0.58095414806148,2.8855219392620466,0.36363636363636365,58.93333333333333,-0.19099726992430324,False,True,False,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4726,Faropenem medoxomil,Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,0.8871199999999999,397.083137568,119.42,9,1,5,True,True,True,0.5703065057548327,4.3222081216878925,0.5882352941176471,82.66666666666666,0.2304093004566741,False,True,True,True,Accepted,['-'],['-'],Rejected,"[((12, 11, 9, 10, 8, 7),), ((2, 3, 4), (5, 3, 4)), ((18, 19, 20, 24, 25),), ((12, 18, 19),)]","['C=CC(=O)OC', 'O=C1CCCCO1', 'SCCC=O', 'CSC']",Rejected,"[((24, 25, 20, 19, 26),)]",['betalactam'],Accepted,['-'],['-']
4729,Palifosfamide,O=P(O)(NCCCl)NCCCl,0.7435999999999999,219.99351958199998,61.36,1,3,5,True,True,True,0.45697725827793184,3.8831849516818453,1.0,0.0,0.10525242431283634,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((1, 3), (1, 7)), ((5, 6), (9, 10))]","['phosphorous_nitrogen_bond', 'primary_halide_sulfate']",Accepted,['-'],['-']
4730,Apremilast,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,2.4342000000000006,460.13042210799995,119.08,7,1,5,True,False,False,0.6010508245322796,2.9485995613259046,0.3181818181818182,69.0,-1.1014643956991408,False,True,False,True,Accepted,['-'],['-'],Rejected,"[((8, 10, 11),), ((14, 13, 12, 25, 26, 24, 15),), ((2, 3, 4, 5, 27, 28, 29), (30, 29, 28, 27, 5, 4, 3))]","['S(=O)(=O)', 'O=C1NC(=O)CC1', 'c1ccccc1O']",Accepted,['-'],['-'],Accepted,['-'],['-']
4732,Sotirimod,Cc1nc2c(N)nc3cccnc3c2n1CC(C)C,2.5261200000000006,255.14839554399998,69.62,5,1,5,True,True,True,0.7635528168461322,2.5511479275593487,0.35714285714285715,17.0,-1.017342349620158,True,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4733,Iodofiltic acid I-123,CC(CCCCCCCCCCCCc1ccc([123I])cc1)CC(=O)O,7.235600000000007,454.16929436,37.3,1,1,4,False,False,False,0.22414467347667372,3.066941306012577,0.6818181818181818,14.0,0.479058003105532,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((17, 18),)]",['c1ccccc1I'],Rejected,"[((0, 1, 2, 3, 4, 5, 6, 7, 8, 9), (1, 2, 3, 4, 5, 6, 7, 8, 9, 10), (2, 3, 4, 5, 6, 7, 8, 9, 10, 11), (3, 4, 5, 6, 7, 8, 9, 10, 11, 12), (4, 5, 6, 7, 8, 9, 10, 11, 12, 13), (8, 7, 6, 5, 4, 3, 2, 1, 21, 22), (9, 8, 7, 6, 5, 4, 3, 2, 1, 21))]",['gte_10_carbon_sb_chain'],Accepted,['-'],['-']
4735,NPS-2143,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,4.715480000000005,408.1604557200001,65.28,4,2,5,False,False,True,0.5658359244116322,2.8478987616713543,0.2916666666666667,38.0,-0.7051124151153125,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((19, 20, 21, 22, 23, 24, 26),)]",['c1ccccc1O'],Accepted,['-'],['-'],Accepted,['-'],['-']
4737,GTS-21,COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1.[Cl-].[Cl-].[H+].[H+],-2.001699999999996,380.10583330400004,43.71000000000001,4,0,5,True,True,False,0.6156061638271274,2.925034737569332,0.2631578947368421,15.75,-0.42194258696666676,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((1, 2, 3, 4, 5, 19, 22), (20, 19, 5, 4, 3, 2, 22))]",['c1ccccc1O'],Accepted,['-'],['-'],Accepted,['-'],['-']
4739,LY-517717,CN1CCC(N2CCN(C(=O)[C@H](NC(=O)c3ccc4cc[nH]c4c3)c3ccccc3)CC2)CC1,2.8774000000000006,459.26342529600004,71.68,4,2,5,True,False,False,0.6156059628335521,2.90554010739832,0.4074074074074074,90.31578947368422,-1.115013049122721,False,True,False,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4740,Flovagatran,COCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1)B(O)O,1.4385000000000001,525.264630892,137.43,7,4,4,True,False,False,0.229484838186496,3.4772280061614396,0.4444444444444444,60.8974358974359,-0.35289687583756324,False,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((5, 35),)]",['boron_warhead'],Accepted,['-'],['-']
4741,Elesclomol,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,2.0539000000000005,400.10276788,64.68,4,2,5,True,False,True,0.46534178892908706,2.761612731068791,0.15789473684210525,14.0,-0.37560167032732583,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((13, 11, 12, 9), (21, 19, 20, 1))]",['NC=S_1'],Accepted,['-'],['-'],Accepted,['-'],['-']
4742,EVT 201,CN(C)Cc1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1,2.2229,372.110151464,80.29,7,0,5,True,True,True,0.7009520209323045,2.8843776454172954,0.29411764705882354,48.090909090909086,-1.4454315049292537,True,True,False,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4743,CGC-11047,CCNCCCNC/C=C\CNCCCNCC.Cl.Cl.Cl.Cl,2.408200000000001,400.16940787199997,48.12,4,4,5,True,False,True,0.26639045486407187,3.037492929998976,0.8571428571428571,-0.0,-0.08375988093183638,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((2, 6, 11, 15),), ((54, 18), (55, 19), (56, 20), (57, 21))]","['gte_4_basic_N', 'halogen_heteroatom']",Accepted,['-'],['-']
4745,Strontium malonate,O=C([O-])CC(=O)[O-].[Sr+2],-3.5044999999999993,189.900920644,80.25999999999999,4,0,5,True,True,False,0.3335669103820709,4.936439099545689,0.3333333333333333,0.0,-0.0807795081934875,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4747,Varespladib methyl,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1,2.4718,394.15287180400003,100.62,6,1,5,True,True,True,0.3593343094819141,2.3972204770767807,0.22727272727272727,19.0,-0.7486730143498723,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((11, 10, 9, 20, 21, 19, 18, 17),)]",['[OH]c1cc(N)ccc1_0'],Rejected,"[((4, 5, 6, 8),)]",['alpha_dicarbonyl'],Accepted,['-'],['-']
4748,Vapitadine,NC(=O)c1cnc2n1CCc1ccccc1C21CCNCC1,1.2075999999999996,296.16371126,72.94,4,2,5,True,True,True,0.8304972274642407,3.3385961396445776,0.4117647058823529,75.25,-0.16785389701520456,True,True,False,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4749,BF-37,Nc1nc2ccc(OC(F)(F)F)cc2s1,2.7771,234.00746844,48.14,4,1,5,True,True,True,0.8248286060077297,2.2344250512617023,0.125,13.0,-2.0188548391184535,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((0, 1, 2, 3, 13, 14),), ((1, 14, 13),), ((7, 6, 5, 4, 3, 2, 13, 12),)]","['Nc1nccs1', 'c1sccc1', '[OH]c1ccc(N)cc1_1']",Accepted,['-'],['-'],Accepted,['-'],['-']
4750,Norclozapine,Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N2,1.6876999999999998,312.114174224,39.66,4,2,5,True,True,True,0.8416103699947919,2.6465498660624966,0.23529411764705882,45.23809523809524,-0.5581035472620592,True,True,False,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4751,Andrographolide,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,1.9625999999999997,350.2093240599999,86.99000000000001,5,3,5,True,True,True,0.41145073490169665,4.704735626422627,0.75,57.82857142857143,3.434790937307696,False,True,True,True,Accepted,['-'],['-'],Rejected,"[((17, 18, 19, 20, 21, 22),), ((21, 19, 20),)]","['C=CC(=O)OC', 'O=C1CCCCO1']",Accepted,['-'],['-'],Accepted,['-'],['-']
4752,Rabeximod,Cc1cc2nc3c4cc(Cl)ccc4n(CC(=O)NCCN(C)C)c3nc2cc1C,3.6857400000000027,409.16693806800004,63.050000000000004,5,1,5,False,False,True,0.5457280537700127,2.458078596734902,0.3181818181818182,24.0,-1.6873044449659451,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4753,Oglufanide,N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0.47190000000000065,333.13247070799997,145.51,4,5,4,True,True,True,0.4745807441216327,2.76103146437109,0.3125,28.0,0.335947877917353,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4754,LGD-1550,CC(/C=C/C=C(\C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)=C\C(=O)O,6.2720000000000065,340.24023026399993,37.3,1,1,4,False,False,False,0.5176917593295851,2.7835551415020863,0.43478260869565216,15.0,0.7070617852495883,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((5, 4, 3, 2, 1, 21),)]",['polyene'],Accepted,['-'],['-']
4755,Irofulven,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,1.6656,246.125594436,57.53,3,2,5,True,True,True,0.7395746492887167,4.386681142298718,0.5333333333333333,70.30434782608697,3.068413057559679,True,True,True,True,Accepted,['-'],['-'],Rejected,"[((17, 16, 14, 15, 11),)]",['C=CC(=O)C'],Accepted,['-'],['-'],Accepted,['-'],['-']
4757,Perflubron,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,6.348200000000002,497.89119184000003,0.0,0,0,4,False,False,False,0.2956277398790363,2.6639060567683135,1.0,0.0,-0.30127441465343846,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((22, 25),)]",['CBr'],Accepted,['-'],['-'],Accepted,['-'],['-']
4758,Arylacenamide,CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1.Cl,7.477300000000008,395.21465548000003,3.24,1,0,4,False,False,False,0.4817668132002317,2.5607463293805015,0.6521739130434783,34.21052631578948,-0.6279564999075113,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((60, 25),)]",['halogen_heteroatom'],Accepted,['-'],['-']
4759,Daglutril,CCOC(=O)[C@H](CCc1ccccc1)CC1(C(=O)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1,4.297800000000003,534.2729869359999,113.01000000000002,5,2,4,True,False,False,0.4158931762201677,3.4539545153885127,0.4838709677419355,83.69565217391303,-0.12933519248304362,False,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4760,Alethine,NCCC(=O)NCCSSCCNC(=O)CCN,-0.7021999999999973,294.11841794400004,110.24,6,4,5,True,True,True,0.29614058427889206,2.6428135798380694,0.8,0.0,-0.29811897262541115,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((8, 9),)]",['disulfide_acyclic'],Accepted,['-'],['-']
4761,Prasterone sulfate,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,3.7063000000000033,368.165744996,80.67000000000002,4,1,5,True,True,True,0.5935445369999771,4.154340830042536,0.8421052631578947,75.6,2.3093653025722882,False,True,True,True,Accepted,['-'],['-'],Rejected,"[((6, 7, 8),)]",['S(=O)(=O)'],Rejected,"[((4, 5),)]",['secondary_halide_sulfate'],Accepted,['-'],['-']
4762,NS-2359,COC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,4.206100000000004,313.10001965200007,12.47,2,0,5,False,False,True,0.8286470799302998,4.229974571666338,0.625,60.15384615384615,0.21592873945336497,True,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4763,Cositecan,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC[Si](C)(C)C,3.960300000000003,448.181833906,81.42,6,1,5,True,False,True,0.3775003334225666,3.534907337083662,0.4,101.48571428571428,0.8411912314799812,False,True,False,True,Accepted,['-'],['-'],Rejected,"[((6, 4, 5),)]",['O=C1CCCCO1'],Accepted,['-'],['-'],Accepted,['-'],['-']
4765,Abiraterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,5.398600000000005,349.240564612,33.120000000000005,2,1,4,False,False,False,0.6887813871003827,4.0953061602526315,0.625,102.66666666666666,1.8184445228870807,True,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4766,GPI-1485,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)O,1.0673,241.131408088,74.68,3,1,5,True,True,True,0.7468991574300087,2.759050771641034,0.75,26.19047619047619,-0.1573466450338118,True,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((5, 6, 7, 8),)]",['alpha_dicarbonyl'],Accepted,['-'],['-']
4767,Laromustine,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,-0.9971999999999988,307.00634022799994,103.85999999999999,5,1,5,True,True,True,0.5182307671080723,3.256306142280117,0.8333333333333334,0.0,-0.6259672179143411,False,True,True,False,Accepted,['-'],['-'],Rejected,"[((9, 11, 12, 5), (13, 15, 16, 4))]",['S(=O)(=O)N'],Rejected,"[((7, 8),)]",['primary_halide_sulfate'],Accepted,['-'],['-']
4768,CNS-5161,CSc1cccc(N(C)C(N)=Nc2cc(SC)ccc2Cl)c1,4.866400000000003,351.06306725599995,41.62,3,1,5,False,False,True,0.48459893665442794,2.7461533697970975,0.1875,13.0,-1.4955581362919277,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((11, 12, 13, 14, 17, 18, 19),), ((1, 2, 21, 6, 7, 5, 4, 3), (15, 14, 13, 12, 11, 19, 18, 17)), ((0, 1, 2), (14, 15, 16))]","['c1ccccc1N', 'Sc1cc(N)ccc1', 'CSC']",Accepted,['-'],['-'],Accepted,['-'],['-']
4769,Trestolone,C[C@@H]1CC2=CC(=O)CCC2C2CCC3(C)C(O)CCC3C21,3.7351000000000028,288.208930136,37.3,2,1,5,False,True,True,0.7371079850569328,4.299508504637442,0.8421052631578947,64.39999999999999,2.5227458423655813,True,True,True,True,Accepted,['-'],['-'],Rejected,"[((3, 4, 5, 6, 7),)]",['C=CC(=O)C'],Accepted,['-'],['-'],Accepted,['-'],['-']
4771,NS-3728,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1cc(Br)ccc1-c1nn[nH]n1,5.310800000000001,493.99254032800013,95.58999999999999,4,3,4,True,False,False,0.429607192605241,2.5785779727006677,0.125,23.0,-1.6680237441147665,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((20, 21),)]",['c1ccccc1I'],Accepted,['-'],['-'],Accepted,['-'],['-']
4772,OSI-7836,Cl.Nc1ccn([C@]2(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(=S)n1,-1.6679100000000007,311.034269228,133.99,9,5,5,True,True,True,0.40940454001870447,4.631921696780983,0.5555555555555556,46.42857142857142,1.1022803730048527,False,True,True,True,Accepted,['-'],['-'],Rejected,"[((5, 16, 17), (18, 16, 17)), ((1, 2, 3, 4, 5, 16, 18),)]","['NC=S_0', 'c1ccccc1N']",Rejected,"[((19, 0),)]",['halogen_heteroatom'],Accepted,['-'],['-']
4773,OPC-51803,CC(C)NC(=O)C[C@H]1CCCN(C(=O)c2ccc(N3CCCC3)cc2Cl)c2ccccc21,5.3791000000000055,453.21830494399995,52.650000000000006,3,1,4,False,False,False,0.6608233400057387,2.834002429545219,0.46153846153846156,78.6842105263158,-1.4414225105666372,False,True,True,True,Accepted,['-'],['-'],Rejected,"[((18, 17, 16, 15, 14, 24, 23),)]",['c1ccccc1N'],Accepted,['-'],['-'],Accepted,['-'],['-']
4774,Rivanicline,CNCC/C=C/c1cccnc1,1.7043,162.115698448,24.92,2,1,5,True,True,False,0.6815674124639686,2.3858193636056395,0.3,4.0,0.27435680932079176,True,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4775,Tasquinimod,COc1cccc2c1c(O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(=O)n2C,3.5481000000000016,406.11404168400003,71.77000000000001,5,1,5,False,False,True,0.7222861295052182,2.4523773475567285,0.2,23.0,-0.8085044398246484,True,True,False,False,Accepted,['-'],['-'],Rejected,"[((1, 2, 7, 6, 27, 5, 4, 3),), ((1, 2, 7, 8, 10, 11, 12),)]","['[OH]c1cc(N)ccc1_0', 'Oc1ccc(C=O)cc1']",Accepted,['-'],['-'],Accepted,['-'],['-']
4776,PPI-2458,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(N)=O)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,2.2989000000000006,424.25733687199994,115.71000000000001,6,2,5,True,False,True,0.45623240052520897,5.008362277954087,0.8181818181818182,82.8,2.1189846428340235,False,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((18, 19, 17),)]",['CH2_S#O_3_ring'],Accepted,['-'],['-']
4778,Ethyl pyruvate,CCOC(=O)C(C)=O,0.13850000000000007,116.047344116,43.370000000000005,3,0,5,True,True,False,0.3804020841804368,2.0362375610841497,0.6,0.0,0.22670879470593752,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Rejected,"[((3, 4, 5, 7),)]",['alpha_dicarbonyl'],Accepted,['-'],['-']
4779,UC-781,CC(C)=CCOc1cc(NC(=S)c2ccoc2C)ccc1Cl,5.374020000000003,335.074677496,34.4,3,1,4,False,False,False,0.5877526888916895,2.5640219700493034,0.23529411764705882,13.0,-0.8609179832165047,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((12, 10, 11, 9),), ((5, 6, 7, 8, 9, 18, 19, 20),), ((9, 8, 7, 6, 20, 19, 18),), ((5, 6, 7, 8, 18, 19, 20),)]","['NC=S_1', 'Oc1cc([NH])ccc1', 'c1ccccc1N', 'c1ccccc1O']",Accepted,['-'],['-'],Accepted,['-'],['-']
4782,HCV-086,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)c(OC(C)C)cc12,3.757200000000002,420.115520992,97.64,5,2,5,True,False,True,0.6328699579490186,2.455810393770495,0.25,22.0,-1.0532914354833898,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((18, 20, 21, 17),), ((23, 22, 27, 28, 4, 2, 3),)]","['S(=O)(=O)N', 'Oc1ccc(C=O)cc1']",Accepted,['-'],['-'],Accepted,['-'],['-']
4783,Seletracetam,CC[C@H](C(N)=O)N1C[C@H](C=C(F)F)CC1=O,0.8792000000000001,232.102334128,63.400000000000006,2,1,5,True,True,True,0.7815731918506312,3.9515086741909418,0.6,21.375,-0.2662497384586938,True,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4784,KOS-1584,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C1,5.042320000000006,489.25489434799994,96.72000000000001,7,2,4,True,False,False,0.44611442977699606,5.0178523358938625,0.5925925925925926,68.37209302325581,2.1572825522513592,False,True,True,True,Accepted,['-'],['-'],Rejected,"[((14, 15, 16),), ((9, 10, 11),)]","['O=C1CCCCO1', 'c1sccc1']",Accepted,['-'],['-'],Accepted,['-'],['-']
4785,TD-2749,CC(=O)N1CCN(CCN2[C@@H]3CC[C@H]2C[C@@H](NC(=O)c2nn(C(C)C)c4ccccc24)C3)CC1,2.5065000000000017,466.30562445600003,73.71000000000001,6,1,5,True,False,False,0.708262039694385,4.227806671803789,0.6538461538461539,98.32558139534883,-1.3548384309659731,True,True,True,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4786,OSI-930,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,6.059300000000004,443.09153241200005,63.25,5,2,4,False,False,False,0.38031167208159433,2.3334181374831235,0.09090909090909091,23.0,-1.740666063110749,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((14, 15, 16),), ((7, 6, 5, 4, 3, 13, 12),)]","['c1sccc1', 'c1ccccc1O']",Accepted,['-'],['-'],Accepted,['-'],['-']
4787,Dovitinib,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,2.5445,392.17608751200004,94.03999999999999,5,3,5,True,True,True,0.4874373998840835,2.63796872133587,0.23809523809523808,62.3076923076923,-1.3004520491224725,False,True,False,True,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4788,Denibulin,COC(=O)Nc1nc2cc(Sc3ccc(NC(=O)[C@H](C)N)cc3)ccc2[nH]1,3.1780999999999997,385.1208604680001,122.13,6,4,5,True,True,True,0.5349999855385894,2.886766482150092,0.16666666666666666,36.0,-1.2315767464404743,False,True,False,False,Accepted,['-'],['-'],Rejected,"[((10, 11, 12, 13, 14, 15, 21, 22),), ((9, 10, 11),)]","['Sc1ccc(N)cc1', 'CSC']",Accepted,['-'],['-'],Accepted,['-'],['-']
4789,CVT-6883,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O,3.2468000000000012,446.16780857200007,90.5,7,1,5,True,False,True,0.4924018007970553,2.7016836092930827,0.3333333333333333,26.0,-1.8859211223881722,False,True,False,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
4790,Edonerpic,OC1CN(CCCOCCc2ccc3sccc3c2)C1,2.527,291.129299912,32.7,4,1,5,True,True,True,0.7957737654138228,2.3637128776195553,0.5,31.5,-1.2220209578015302,True,True,True,False,Accepted,['-'],['-'],Rejected,"[((13, 14, 15),)]",['c1sccc1'],Accepted,['-'],['-'],Accepted,['-'],['-']
4791,MK-0354,C1Cc2[nH]nc(-c3nn[nH]n3)c2C1,0.07849999999999968,176.08104425599998,83.14,4,2,5,True,True,False,0.6440521347797372,2.8816634186478787,0.42857142857142855,33.800000000000004,-1.9419504605816156,False,True,True,False,Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-'],Accepted,['-'],['-']
